Census Tract,Loan Amount
21111011110,165000
21111011302,95000
21111012604,85000
21111011604,115000
21111004301,95000
21111011003,205000
21111012604,105000
21111011200,155000
21111011515,205000
21111011800,145000
21111010902,155000
21111004400,145000
21111004400,85000
21111011112,155000
21111010004,135000
21111011712,105000
21111011406,75000
21111011003,105000
21111012802,65000
21111012601,105000
21111010316,405000
21111012802,85000
21111010318,135000
21111012104,95000
21111010705,105000
21111012001,95000
21111011110,75000
21111010901,205000
21111010102,115000
21111011707,75000
21111005600,75000
21111011003,145000
21111010406,45000
21111011711,115000
21111011509,175000
21111011200,145000
21111012301,55000
21111011102,215000
21111010319,155000
21111012203,85000
21111012601,85000
21111008800,155000
21111005200,165000
21111007100,125000
21111009600,95000
21111011112,115000
21111012202,165000
21111012409,125000
21111011710,175000
21111012409,115000
21111012409,85000
21111003600,65000
21111009103,55000
21111010706,285000
21111011906,95000
21111011710,25000
21111012603,75000
21111012603,5000
21111011004,75000
21111012703,155000
21111012204,75000
21111004400,115000
21111011711,85000
21111009900,105000
21111012407,165000
21111010705,145000
21111001400,85000
21111011905,85000
21111007603,75000
21111011904,105000
21111011003,115000
21111012601,25000
21111011517,55000
21111011513,25000
21111001200,55000
21111012204,25000
21111012003,35000
21111012604,65000
21111009106,135000
21111012301,35000
21111008900,35000
21111001100,25000
21111011301,75000
21111010402,25000
21111012003,55000
21111012003,115000
21111009900,45000
21111001800,25000
21111010318,75000
21111011405,35000
21111010103,35000
21111011514,115000
21111007400,175000
21111010006,105000
21111012408,85000
21111012703,145000
21111011302,65000
21111011505,155000
21111012701,115000
21111011709,175000
21111011406,185000
21111010315,115000
21111011520,125000
21111011102,85000
21111011905,155000
21111000700,85000
21111010318,145000
21111010901,205000
21111010901,65000
21111011106,115000
21111007700,45000
21111012105,135000
21111001500,65000
21111011506,85000
21111010311,185000
21111011513,185000
21111012104,145000
21111011513,15000
21111012104,5000
21111011712,185000
21111012409,155000
21111012003,155000
21111012003,5000
21111011712,5000
21111011712,5000
21111011712,155000
21111011302,135000
21111012406,135000
21111011800,125000
21111011405,175000
21111012501,155000
21111012202,195000
21111012301,175000
21111004302,115000
21111011906,195000
21111011906,15000
21111004500,165000
21111011405,5000
21111012301,5000
21111012501,5000
21111004500,5000
21111011800,5000
21111012202,15000
21111011405,135000
21111012103,165000
21111011405,5000
21111012103,15000
21111011405,175000
21111012703,175000
21111012001,225000
21111012001,15000
21111011405,15000
21111011406,115000
21111012406,185000
21111012406,15000
21111012202,185000
21111012202,15000
21111012502,115000
21111010315,135000
21111012002,15000
21111012003,25000
21111012107,25000
NA,25000
21111012104,25000
21111012003,45000
21111012002,45000
21111012107,45000
21111012106,125000
21111012302,145000
21111010705,55000
21111010405,195000
21111011002,185000
21111010311,135000
21111008900,125000
21111011302,55000
21111012503,15000
21111012603,35000
21111011505,175000
21111011904,185000
21111011404,175000
21111012406,145000
21111011517,175000
21111011513,65000
21111009000,185000
21111012601,105000
21111011710,185000
21111011110,135000
21111012302,175000
21111012601,175000
21111011405,165000
21111011405,175000
21111012702,175000
21111011403,175000
21111011906,195000
21111011403,125000
21111009106,125000
21111011406,125000
21111012601,165000
21111011200,175000
21111011906,185000
21111012408,125000
21111011800,155000
21111011403,135000
21111011505,175000
21111010405,115000
21111007800,265000
21111011003,145000
21111009000,135000
21111010405,115000
21111012001,175000
21111010901,145000
21111011112,125000
21111011516,105000
21111011906,175000
21111012601,155000
21111004400,135000
21111011712,125000
21111012406,85000
21111011907,165000
21111012604,135000
21111000200,25000
21111012703,15000
21111010902,115000
21111007000,145000
21111012408,165000
21111012105,185000
21111011707,115000
21111011109,165000
21111011509,185000
21111008800,185000
21111002700,65000
21111012104,135000
21111012407,85000
21111010315,55000
21111009105,15000
21111011002,45000
21111011111,85000
21111004500,105000
21111011111,95000
21111012106,85000
21111003600,105000
21111011405,115000
21111012408,155000
21111000600,75000
21111009800,135000
21111011102,235000
21111012411,115000
21111004500,115000
21111008700,155000
21111008900,75000
21111011003,135000
21111010402,75000
21111012002,135000
21111012603,165000
21111012409,105000
21111010902,95000
21111012407,145000
21111011907,135000
21111012503,65000
21111006200,105000
21111006200,105000
21111011508,105000
21111011111,145000
21111010402,185000
21111011505,155000
21111011515,135000
21111012407,155000
21111011712,125000
21111012603,135000
21111012406,115000
21111007601,125000
21111012406,105000
21111009700,135000
21111011200,145000
21111012001,105000
21111012502,135000
21111011906,115000
21111012407,135000
21111009103,125000
21111012407,185000
21111011514,145000
21111000700,115000
21111012301,165000
21111009103,95000
21111011404,135000
21111011405,165000
21111011906,165000
21111011800,125000
21111011707,145000
21111004400,115000
21111007602,135000
21111004400,105000
21111011505,195000
21111011516,95000
21111008100,245000
21111012601,145000
21111007100,155000
21111011405,165000
21111012604,185000
21111012407,165000
21111003900,115000
21111011712,145000
21111004600,175000
21111012302,205000
21111011113,155000
21111012107,165000
21111010901,185000
21111011508,145000
21111012409,105000
21111011301,55000
21111012409,105000
21111004600,5000
21111010901,65000
21111012203,15000
21111011508,85000
21111011516,185000
21111011513,195000
21111011004,105000
21111011114,185000
21111011003,215000
21111011905,205000
21111011519,185000
21111011405,25000
21111010319,65000
21111009103,55000
21111012001,365000
21111007400,95000
21111011102,35000
21111001100,55000
21111011505,175000
21111011516,25000
21111011603,35000
21111011513,115000
21111011508,155000
21111011200,65000
21111011200,55000
21111000300,85000
21111010307,125000
21111012002,55000
21111010006,155000
21111001400,45000
21111011509,145000
21111011508,105000
21111012406,135000
21111011003,45000
21111012502,95000
21111010902,135000
21111012503,145000
21111010901,145000
21111012001,115000
21111012604,115000
21111011904,105000
21111011707,185000
21111012703,105000
21111010007,85000
21111012107,105000
21111011508,85000
21111011003,115000
21111010705,155000
21111009106,195000
21111011200,155000
21111007502,115000
21111011005,125000
21111011905,75000
21111012503,165000
21111012001,155000
21111006300,155000
21111004600,155000
21111011905,145000
21111010319,175000
21111010004,105000
21111009105,195000
21111011509,155000
21111012503,145000
21111010311,125000
21111006900,215000
21111010311,245000
21111004400,45000
21111011004,65000
21111011200,15000
21111011506,165000
21111011905,115000
21111012301,165000
21111011516,135000
21111011002,125000
21111009000,185000
21111009600,95000
21111004500,145000
21111011905,55000
21111011003,135000
21111011905,95000
21111011907,95000
21111010307,185000
21111011102,125000
21111009000,95000
21111004500,115000
21111009300,145000
21111010901,125000
21111004500,35000
21111011003,155000
21111012003,125000
21111012202,115000
21111004000,115000
21111012202,25000
21111009300,85000
21111012604,5000
21111012604,145000
21111006800,145000
21111007100,145000
21111007100,125000
21111010405,95000
21111012604,115000
21111011102,55000
21111009400,45000
21111012411,175000
21111011709,145000
21111009106,145000
21111002400,105000
21111012703,105000
21111009103,105000
21111010402,75000
21111011403,155000
21111012701,95000
21111011506,195000
21111010319,85000
21111009103,105000
21111010104,185000
21111011707,135000
21111012105,135000
21111011711,135000
21111011603,75000
21111011513,145000
21111011111,85000
21111011506,115000
21111010316,155000
21111003900,55000
21111010102,255000
21111007602,125000
21111005600,5000
21111005600,125000
21111012801,85000
21111002700,75000
21111012603,55000
21111011302,35000
21111012701,55000
21111011005,155000
21111011513,155000
21111011106,135000
21111011111,195000
21111010800,195000
21111003800,55000
21111003800,125000
21111012202,175000
21111011113,315000
21111011509,175000
21111009000,165000
21111010705,155000
21111003700,155000
21111011003,245000
21111012105,165000
21111012603,135000
21111011406,55000
21111012106,205000
21111012107,175000
21111010311,105000
21111010103,95000
21111012801,105000
21111012104,75000
21111004500,115000
21111010007,85000
21111012801,5000
21111012407,15000
21111011707,195000
21111011110,135000
21111011003,115000
21111011403,55000
21111004301,135000
21111011907,145000
21111000400,115000
21111011515,175000
21111010402,25000
21111010800,195000
21111012701,85000
21111011514,45000
21111001600,95000
21111012001,155000
21111012002,205000
21111011709,205000
21111012003,15000
21111012104,55000
21111012107,15000
21111012107,65000
21111012003,15000
21111012502,135000
21111012301,175000
21111006200,155000
21111006200,5000
21111001000,115000
21111004600,5000
21111011707,165000
21111010902,115000
21111012408,125000
21111011508,205000
21111002700,115000
21111010902,125000
21111012408,165000
21111003800,5000
21111003800,105000
21111001100,105000
21111012104,185000
21111009106,125000
21111011200,85000
21111012801,115000
21111004400,145000
21111009400,115000
21111008100,145000
21111011506,165000
21111012104,65000
21111011109,105000
21111011004,145000
21111004400,145000
21111010405,105000
21111011712,95000
21111011112,135000
21111004400,125000
21111002400,75000
21111004301,135000
21111004100,55000
21111010901,175000
21111012106,115000
21111012107,105000
21111012601,95000
21111012502,85000
21111011302,125000
21111012601,115000
21111011113,125000
21111012410,125000
21111011905,95000
21111012302,195000
21111010001,125000
21111012203,165000
21111006900,105000
21111012106,75000
21111007100,85000
21111003600,85000
21111011517,145000
21111012103,145000
21111012204,65000
21111012604,115000
21111001000,55000
21111012103,135000
21111012408,85000
21111012003,125000
21111003800,55000
21111006900,205000
21111012106,105000
21111010705,105000
21111003600,45000
21111011110,55000
21111011514,35000
21111012604,125000
21111011112,105000
21111009000,195000
21111012002,85000
21111012406,115000
21111012409,105000
21111011905,115000
21111011506,165000
21111011003,45000
21111006400,215000
21111012407,195000
21111012408,5000
21111012408,165000
21111010902,145000
21111010317,155000
21111009400,45000
21111012603,195000
21111002400,85000
21111011110,295000
21111011709,145000
21111011003,65000
21111012502,165000
21111010701,75000
21111011508,65000
21111001800,125000
21111012203,35000
21111011707,145000
21111009103,155000
21111011906,145000
21111011110,275000
21111011200,65000
21111011200,45000
21111004400,145000
21111011905,115000
21111011114,105000
21111011114,145000
21111011905,55000
21111011003,95000
21111009000,25000
21111012202,45000
21111001500,85000
21111011111,55000
21111004500,65000
21111009000,25000
21111012408,15000
21111012301,105000
21111003600,45000
21111009106,85000
21111011405,25000
21111011405,25000
21111011601,165000
21111011601,105000
21111011405,25000
21111011405,25000
21111011405,25000
21111007400,135000
21111011114,75000
21111011004,95000
21111004302,105000
21111009300,135000
21111012202,155000
21111011003,85000
21111003700,95000
21111003900,95000
21111004500,115000
21111011709,205000
21111003600,125000
21111011519,185000
21111008800,125000
21111011106,105000
21111012411,135000
21111011113,175000
21111012703,105000
21111006200,85000
21111011706,55000
21111012202,105000
21111006400,185000
21111010706,85000
21111010007,85000
21111011505,155000
21111011506,85000
21111010901,185000
21111011712,125000
21111010601,25000
21111011111,65000
21111012406,145000
21111012406,5000
21111012410,15000
21111012410,195000
21111012604,5000
21111012604,185000
21111011905,85000
21111012503,175000
21111012406,135000
21111012503,5000
21111012409,155000
21111012106,155000
21111011713,175000
21111012407,195000
21111012407,15000
21111012503,135000
21111011713,15000
21111012406,165000
21111003800,105000
21111012406,15000
21111003800,5000
21111011712,165000
21111011712,15000
21111012601,195000
21111012408,175000
21111012408,15000
21111012202,115000
21111011513,175000
21111012104,25000
NA,35000
21111012003,45000
21111012107,65000
21111012001,155000
21111011003,215000
21111001700,85000
21111010007,15000
21111006900,45000
21111010405,85000
21111009400,55000
21111009400,55000
21111012301,85000
21111001200,25000
21111011513,135000
21111004500,45000
21111011405,155000
21111004500,165000
21111011603,205000
21111012105,65000
21111010005,355000
21111006900,115000
21111011520,455000
21111009000,155000
21111008500,1645000
21111011519,265000
21111011711,125000
21111011906,155000
21111011905,145000
21111011106,185000
21111012002,135000
21111011904,175000
21111012107,165000
21111011405,165000
21111011106,185000
21111011713,85000
21111012001,155000
21111011707,175000
21111011513,135000
21111012408,125000
21111011200,165000
21111011905,95000
21111010307,105000
21111000400,105000
21111010007,265000
21111010008,185000
21111011506,135000
21111011200,195000
21111010004,135000
21111011508,215000
21111012105,165000
21111010311,95000
21111009106,185000
21111011005,135000
21111012408,135000
21111012001,105000
21111003600,65000
21111012702,145000
21111012802,105000
21111011709,165000
21111012703,105000
21111007601,155000
21111010402,65000
21111010314,135000
21111011907,125000
21111006200,15000
21111006200,25000
21111010104,155000
21111011003,185000
21111010311,115000
21111011003,155000
21111012104,95000
21111005000,75000
21111012106,105000
21111002700,105000
21111002700,95000
21111009000,135000
21111012601,65000
21111006800,115000
21111011709,165000
21111007400,105000
21111012103,125000
21111012604,145000
21111011706,145000
21111011710,165000
21111007100,155000
21111010706,95000
21111011112,125000
21111002700,65000
21111011114,225000
21111010104,135000
21111012604,135000
21111011111,145000
21111001200,155000
21111011519,175000
21111012703,105000
21111011713,115000
21111011508,175000
21111010008,105000
21111012604,125000
21111011711,165000
21111012408,155000
21111012503,175000
21111011003,85000
21111011406,215000
21111011106,225000
21111011907,185000
21111011200,195000
21111011106,155000
21111009000,95000
21111012410,115000
21111009300,205000
21111011505,185000
21111009000,95000
21111003800,135000
21111011907,215000
21111011516,215000
21111012104,175000
21111012604,155000
21111004301,65000
21111012604,125000
21111011505,175000
21111011800,165000
21111011904,175000
21111009800,165000
21111010705,125000
21111010800,165000
21111006500,155000
21111011710,165000
21111003900,175000
21111008300,115000
21111011519,205000
21111011505,165000
21111011508,235000
21111012002,65000
21111012202,145000
21111009400,155000
21111008700,425000
21111011707,125000
21111010902,165000
21111012107,85000
21111004400,65000
21111011200,55000
21111010602,155000
21111011709,55000
21111012409,45000
21111011907,155000
21111011509,165000
21111011508,85000
21111009600,75000
21111010007,195000
21111010320,145000
21111011519,55000
21111010307,125000
21111011403,105000
21111010004,55000
21111010104,55000
21111009106,25000
21111011509,155000
21111011200,105000
21111010001,195000
21111010001,195000
21111012411,105000
21111011518,125000
21111011516,75000
21111012406,185000
21111012702,85000
21111011513,195000
21111011517,205000
21111011508,135000
21111010705,145000
21111011604,215000
21111006400,95000
21111011003,125000
21111010104,95000
21111001400,115000
21111010902,135000
21111012104,85000
21111012408,155000
21111011403,135000
21111004500,85000
21111011110,195000
21111010005,135000
21111009103,125000
21111011711,205000
21111012601,135000
21111012202,295000
21111012604,135000
21111010800,155000
21111012501,145000
21111012604,145000
21111011516,215000
21111012203,235000
21111010702,65000
21111011707,195000
21111001400,125000
21111012411,145000
21111012603,125000
21111007400,145000
21111011004,85000
21111012003,185000
21111011003,105000
21111010001,85000
21111004500,135000
21111012502,55000
21111012409,55000
21111011905,135000
21111010901,115000
21111012105,95000
21111012407,145000
21111006200,115000
21111007603,165000
21111011905,135000
21111011516,105000
21111011905,95000
21111011514,115000
21111011005,75000
21111003900,135000
21111012501,145000
21111010705,105000
21111011509,165000
21111011302,135000
21111008100,95000
21111012106,135000
21111011516,105000
21111011707,115000
21111012107,145000
21111011905,125000
21111005600,55000
21111011800,125000
21111010601,195000
21111011004,195000
21111010901,55000
21111012703,155000
21111009300,105000
21111012106,135000
21111011405,85000
21111000300,135000
21111005600,115000
21111012107,5000
21111011506,155000
21111012407,145000
21111011516,215000
21111003900,55000
21111003800,85000
21111000400,125000
21111011712,85000
21111009700,135000
21111011102,125000
21111011508,45000
21111010702,165000
21111011106,165000
21111009700,75000
21111011509,155000
21111009700,145000
21111012408,205000
21111012406,5000
21111012406,135000
21111012107,155000
21111011712,185000
21111001100,55000
21111012701,115000
21111010104,65000
21111012406,125000
21111012104,135000
21111012105,195000
21111011907,155000
21111010901,155000
21111004500,75000
21111001100,25000
21111012406,135000
21111011003,125000
21111011508,55000
21111012104,135000
21111011516,55000
21111011710,65000
21111011505,185000
21111010311,85000
21111011713,135000
21111003600,125000
21111004400,55000
21111012501,95000
21111008100,265000
21111010705,25000
21111008100,145000
21111011708,45000
21111003600,5000
21111012503,45000
21111004301,95000
21111012601,175000
21111011905,105000
21111011111,135000
21111009300,75000
21111010319,75000
21111011518,195000
21111009300,165000
21111012702,85000
21111012408,85000
21111012604,165000
21111011904,175000
21111011114,185000
21111001400,155000
21111010702,105000
21111009000,85000
21111011003,165000
21111012503,155000
21111011709,165000
21111011102,235000
21111012107,15000
21111012104,45000
21111012107,15000
21111012003,55000
21111012003,15000
21111012001,105000
21111005600,115000
21111004100,5000
21111011110,185000
21111011405,5000
21111011405,165000
21111003900,5000
21111004100,115000
21111004100,5000
21111010402,195000
21111012106,105000
21111010311,125000
21111011302,155000
21111009103,105000
21111011519,45000
21111012410,105000
21111004301,135000
21111004301,135000
21111004301,85000
21111012410,235000
21111003900,95000
21111003900,95000
21111011712,145000
21111007100,135000
21111012802,35000
21111004100,115000
21111011114,175000
21111004301,65000
21111000700,45000
21111011405,125000
21111010005,125000
21111011711,145000
21111011003,105000
21111010800,85000
21111012802,135000
21111000600,145000
21111010319,195000
21111011509,115000
21111011114,65000
21111012406,115000
21111012604,135000
21111012601,125000
21111012407,145000
21111003800,105000
21111012701,75000
21111011405,115000
21111010405,115000
21111004500,105000
21111010005,155000
21111009300,125000
21111012601,145000
21111012702,125000
21111009800,135000
21111011406,175000
21111010902,175000
21111010405,135000
21111011106,145000
21111010311,125000
21111011904,55000
21111012407,115000
21111012104,105000
21111010800,125000
21111012410,125000
21111009900,105000
21111012003,75000
21111012406,65000
21111011708,315000
21111011518,225000
21111012202,105000
21111012301,75000
21111009300,95000
21111009800,165000
21111011200,105000
21111012701,75000
21111011519,165000
21111012409,85000
21111011709,195000
21111011905,105000
21111012107,155000
21111010901,135000
21111003900,115000
21111007601,155000
21111010402,65000
21111011516,165000
21111010317,135000
21111010104,135000
21111009000,125000
21111012107,175000
21111010319,205000
21111011405,35000
21111011711,105000
21111010402,115000
21111011403,75000
21111011709,165000
21111009106,145000
21111011707,85000
21111010601,55000
21111012202,45000
21111001500,15000
21111012407,95000
21111012002,85000
21111012001,65000
21111012106,85000
21111003900,55000
21111007000,35000
21111011106,85000
21111012002,85000
21111008400,55000
21111010601,195000
21111009900,75000
21111006500,145000
21111012202,115000
21111011509,125000
21111011517,215000
21111011200,105000
21111011005,155000
21111009300,115000
21111010005,125000
21111011706,125000
21111011114,125000
21111011604,215000
21111010705,145000
21111011519,175000
21111012106,105000
21111011106,165000
21111009000,65000
21111012002,5000
21111012002,175000
21111011712,5000
21111011712,165000
21111012703,125000
21111011509,195000
21111011906,205000
21111011513,165000
21111011509,5000
21111012001,105000
21111012406,135000
21111012603,5000
21111012603,175000
21111011713,165000
21111012411,195000
21111011906,15000
21111011713,5000
21111012411,15000
21111012604,135000
21111011302,125000
21111012604,15000
21111012601,195000
21111012601,15000
21111012703,5000
21111012703,145000
21111012703,15000
21111011905,205000
21111012603,175000
21111012603,15000
21111011713,155000
21111011905,15000
21111011713,15000
21111012408,175000
21111012410,215000
21111003600,145000
21111003600,15000
21111012408,15000
21111011003,165000
21111011003,15000
21111011405,145000
21111009900,125000
21111010405,5000
21111011113,135000
21111002700,85000
21111011518,125000
21111011518,125000
21111012703,105000
21111011710,155000
21111012107,15000
21111012107,15000
21111012003,15000
NA,65000
21111005100,205000
21111003900,135000
21111012411,95000
21111011404,95000
21111012703,55000
21111012406,65000
21111012408,155000
21111011712,175000
21111011707,205000
21111012003,195000
21111011515,175000
21111012604,45000
21111011712,185000
21111012408,185000
21111011406,155000
21111012301,135000
21111000300,125000
21111012203,195000
21111011907,145000
21111011905,155000
21111011513,185000
21111012503,195000
21111012407,165000
21111012702,195000
21111011907,185000
21111012502,155000
21111012502,155000
21111012202,185000
21111011711,165000
21111012202,165000
21111011905,145000
21111012406,185000
21111010320,185000
21111012703,125000
21111012002,135000
21111011712,175000
21111004600,25000
21111009800,135000
21111011711,165000
21111011005,135000
21111010317,355000
21111011706,135000
21111010307,295000
21111006300,75000
21111009000,65000
21111012601,75000
21111010800,125000
21111012106,115000
21111011601,135000
21111012001,95000
21111009000,75000
21111011301,95000
21111012411,135000
21111007100,155000
21111011508,185000
21111012408,145000
21111012104,115000
21111012406,25000
21111000400,45000
21111011709,185000
21111011509,205000
21111010103,175000
21111012601,115000
21111004500,65000
21111011516,85000
21111012106,95000
21111012202,135000
21111010307,625000
21111011506,95000
21111006300,145000
21111009106,135000
21111011514,125000
21111009000,75000
21111000400,255000
21111009000,95000
21111010104,255000
21111012603,5000
21111011302,105000
21111011102,155000
21111011005,115000
21111012801,125000
21111011506,105000
21111011505,175000
21111010320,225000
21111011517,205000
21111011112,115000
21111011003,195000
21111011906,175000
21111012408,145000
21111003900,135000
21111011709,285000
21111004600,175000
21111011711,155000
21111012802,125000
21111003800,105000
21111012801,125000
21111012410,125000
21111011907,205000
21111012604,105000
21111011706,225000
21111011711,85000
21111011905,125000
21111011506,195000
21111011907,135000
21111011403,105000
21111010006,195000
21111007100,135000
21111012001,135000
21111012411,245000
21111011513,225000
21111010004,115000
21111004600,155000
21111010307,205000
21111012503,205000
21111011302,135000
21111004600,125000
21111011302,155000
21111012103,125000
21111009800,85000
21111011509,155000
21111012107,145000
21111009103,145000
21111011513,145000
21111012408,75000
21111011514,155000
21111000900,115000
21111000900,5000
21111011515,155000
21111012701,145000
21111012411,145000
21111012409,5000
21111012801,5000
21111009000,205000
21111011516,115000
21111008100,115000
21111012301,195000
21111010005,175000
21111011509,95000
21111010500,115000
21111010402,165000
21111010008,115000
21111007100,105000
21111011114,35000
21111005900,145000
21111012001,125000
21111011200,105000
21111012106,195000
21111011506,75000
21111010008,125000
21111010102,205000
21111011405,25000
21111012301,135000
21111011004,105000
21111008200,165000
21111012502,135000
21111011302,185000
21111001200,45000
21111010307,125000
21111010403,145000
21111001000,25000
21111011111,55000
21111004500,75000
21111011711,105000
21111009000,205000
21111011113,135000
21111011405,135000
21111011405,135000
21111011514,125000
21111011405,165000
21111011110,185000
21111011516,135000
21111010103,165000
21111012103,115000
21111003600,145000
21111003600,125000
21111010901,65000
21111011601,245000
21111010406,75000
21111011003,185000
21111011519,285000
21111010314,265000
21111010902,135000
21111006800,105000
21111003800,105000
21111006900,135000
21111012801,105000
21111009106,175000
21111011106,165000
21111004400,115000
21111011506,95000
21111012103,145000
21111012302,215000
21111012603,85000
21111004500,115000
21111011519,165000
21111011515,175000
21111011907,185000
21111011517,245000
21111010405,115000
21111012601,175000
21111012604,135000
21111005600,105000
21111012601,135000
21111012104,115000
21111012409,155000
21111005600,195000
21111012202,185000
21111012601,105000
21111009106,105000
21111010601,175000
21111011905,65000
21111012503,5000
21111005600,165000
21111007603,25000
21111006900,135000
21111012203,185000
21111009106,175000
21111009106,5000
21111011515,185000
21111011106,135000
21111011519,215000
21111009000,125000
21111006900,145000
21111012406,85000
21111010103,35000
21111004600,35000
21111012604,115000
21111010004,5000
21111010004,95000
21111011112,165000
21111011003,75000
21111011106,215000
21111011907,125000
21111010901,65000
21111009000,75000
21111012604,135000
21111011109,175000
21111011706,145000
21111012408,5000
21111011508,95000
21111011706,135000
21111012302,255000
21111011519,125000
21111001600,85000
21111004600,155000
21111007603,95000
21111012408,165000
21111011301,125000
21111004000,5000
21111004000,115000
21111012502,75000
21111011114,165000
21111011516,65000
21111011711,165000
21111011112,125000
21111011404,115000
21111003500,165000
21111011112,125000
21111001500,95000
21111010104,205000
21111011509,175000
21111010103,75000
21111012411,135000
21111012601,155000
21111004400,135000
21111011905,165000
21111012407,145000
21111012406,145000
21111012203,165000
21111012406,125000
21111004500,85000
21111011505,235000
21111000200,55000
21111012603,165000
21111010318,105000
21111011403,85000
21111011405,135000
21111012603,125000
21111012106,115000
21111012407,75000
21111003800,95000
21111012601,75000
21111011301,125000
21111011110,145000
21111012702,5000
21111001400,75000
21111011302,55000
21111011706,125000
21111012408,135000
21111012202,145000
21111009800,135000
21111011301,5000
21111011713,145000
21111012203,185000
21111012202,5000
21111011513,215000
21111011906,145000
21111011505,185000
21111006300,75000
21111011505,5000
21111011711,115000
21111012502,15000
21111012301,125000
21111011710,135000
21111011905,195000
21111012501,165000
21111011709,145000
21111005900,145000
21111004400,175000
21111003800,55000
21111012104,45000
21111011405,115000
21111011709,125000
21111011710,205000
21111012409,5000
21111012703,155000
21111012409,145000
21111012002,195000
21111011301,125000
21111011301,5000
21111012406,185000
21111012701,165000
21111004600,145000
21111004600,5000
21111009000,195000
21111010406,355000
21111011003,145000
21111011506,115000
21111009000,145000
21111010901,195000
21111011114,125000
21111010601,175000
21111010601,175000
21111010006,115000
21111011302,85000
21111012106,125000
21111009700,205000
21111011403,135000
21111012703,65000
21111012703,115000
21111001200,145000
21111011708,265000
21111011513,145000
21111011005,95000
21111012202,125000
21111010902,75000
21111011713,65000
21111011102,65000
21111011907,35000
21111012104,25000
21111011706,55000
21111012601,65000
21111010800,65000
21111011004,95000
21111008800,105000
21111009103,145000
21111011200,135000
21111012604,65000
21111011102,75000
21111012203,105000
21111011707,145000
21111000700,105000
21111011003,95000
21111011710,175000
21111003900,105000
21111002400,65000
21111012103,145000
21111012204,105000
21111004500,115000
21111011200,85000
21111004400,115000
21111010103,185000
21111011905,175000
21111012603,95000
21111011110,165000
21111012406,155000
21111012503,115000
21111011906,185000
21111011301,145000
21111012603,95000
21111012301,115000
21111012203,155000
21111008300,115000
21111011111,145000
21111012001,105000
21111012406,105000
21111010705,125000
21111011710,185000
21111011706,105000
21111011517,165000
21111012202,165000
21111011707,235000
21111012202,135000
21111012103,125000
21111001500,135000
21111011302,75000
21111011514,105000
21111010405,115000
21111000900,95000
21111000900,95000
21111012203,155000
21111011519,165000
21111011710,135000
21111012702,95000
21111010316,235000
21111011708,105000
21111010901,135000
21111000400,85000
21111009300,155000
21111012302,115000
21111006600,95000
21111012106,115000
21111011713,85000
21111012601,65000
21111012106,105000
21111012802,105000
21111011712,105000
21111011003,65000
21111010901,175000
21111010705,165000
21111012604,135000
21111012603,135000
21111006400,135000
21111011002,135000
21111011905,105000
21111012411,155000
21111000800,85000
21111009400,25000
21111011403,75000
21111011004,65000
21111011713,15000
21111012105,155000
21111004301,65000
21111004100,115000
21111012411,195000
21111012104,115000
21111008900,125000
21111009700,135000
21111011907,125000
21111000400,105000
21111011102,195000
21111012801,155000
21111012107,85000
21111010313,465000
21111011302,135000
21111011518,105000
21111011004,105000
21111007100,95000
21111010901,65000
21111012802,105000
21111007400,45000
21111010705,55000
21111010311,115000
21111007601,115000
21111010705,85000
21111011112,35000
21111012104,75000
21111010311,105000
21111012204,25000
21111012204,55000
21111011713,25000
21111012410,65000
21111012107,205000
21111012107,15000
21111007800,15000
21111011505,135000
21111012107,155000
21111011515,105000
21111011519,165000
21111005600,165000
21111011709,145000
21111002300,85000
21111007400,205000
21111011712,145000
21111012202,315000
21111010901,185000
21111011106,185000
21111012502,135000
21111004400,115000
21111011110,165000
21111012601,15000
21111012601,185000
21111011506,125000
21111012105,85000
21111009400,115000
21111011114,155000
21111012411,85000
21111006400,125000
21111011514,155000
21111012203,155000
21111010004,115000
21111010103,165000
21111012107,145000
21111007501,145000
21111011405,85000
21111011406,195000
21111011406,15000
21111012802,135000
21111011405,155000
21111011405,5000
21111012802,5000
21111011907,225000
21111011907,15000
21111007603,55000
21111011712,185000
21111011712,15000
21111012407,195000
21111012601,125000
21111002700,85000
21111011710,205000
21111011405,175000
21111011405,15000
21111012406,205000
21111012104,275000
21111012406,15000
21111012410,195000
21111012410,15000
21111012601,195000
21111012601,15000
21111011800,165000
21111011905,135000
21111011800,15000
21111012410,15000
21111012410,185000
21111011403,165000
21111012408,155000
21111011905,135000
21111012003,15000
21111012104,25000
21111012107,65000
21111010318,95000
21111010705,165000
21111009800,145000
21111007800,75000
21111010403,55000
21111010313,115000
21111011520,105000
21111011712,25000
21111012604,95000
21111006500,115000
21111011519,45000
21111009700,125000
21111003800,95000
21111011906,195000
21111010705,115000
21111011114,325000
21111011406,175000
21111011508,195000
21111011905,135000
21111012411,195000
21111012703,185000
21111012501,115000
21111010307,265000
21111012301,175000
21111011907,185000
21111012702,135000
21111012502,95000
21111004600,85000
21111012106,155000
21111012003,165000
21111012407,125000
21111011404,125000
21111011404,95000
21111009900,105000
21111004400,135000
21111011404,145000
21111004600,115000
21111010307,195000
21111011506,105000
21111011111,95000
21111011711,95000
21111011112,105000
21111009000,145000
21111012002,205000
21111011513,145000
21111012411,85000
21111011110,125000
21111011200,65000
21111011403,135000
21111012407,125000
21111012407,125000
21111012406,105000
21111012701,115000
21111011710,315000
21111000800,135000
