Census Tract,Loan Amount
21111011004,315000
21111009700,205000
21111010007,195000
21111010320,415000
21111011003,75000
21111011102,365000
21111012604,5000
21111012604,175000
21111012002,165000
21111010307,105000
21111010307,295000
21111010317,305000
21111011708,135000
21111011514,135000
21111009700,205000
21111011709,325000
21111010103,315000
21111011706,165000
21111010307,215000
21111011005,135000
21111011505,295000
21111010402,185000
21111011709,185000
21111011109,185000
21111010307,285000
21111011905,145000
21111012202,205000
21111010402,225000
21111011711,125000
21111010319,245000
21111012002,55000
21111011509,355000
21111010307,265000
21111010004,245000
21111010319,285000
21111011113,195000
21111011509,125000
21111011102,105000
21111010313,185000
21111007502,195000
21111008900,105000
21111010001,335000
21111011707,145000
21111010001,195000
21111008700,455000
21111007501,275000
21111009900,375000
21111011709,225000
21111008200,375000
21111007502,125000
21111011506,145000
21111011112,165000
21111010104,245000
21111011603,315000
21111008400,275000
21111008500,325000
21111011603,35000
21111007100,15000
21111010001,205000
21111010313,135000
21111010702,205000
21111011102,135000
21111008900,175000
21111000400,35000
21111010104,155000
21111011518,335000
21111011907,135000
21111010313,285000
21111010006,255000
21111011520,195000
21111012107,55000
21111004500,135000
21111012203,55000
21111011102,35000
21111012601,65000
21111011102,105000
21111012408,55000
21111012301,95000
21111009400,115000
21111012203,65000
21111010800,25000
21111009600,305000
21111012407,125000
21111010103,185000
21111010702,255000
21111010102,245000
21111010311,385000
21111008700,245000
21111012204,135000
21111012408,225000
21111010314,175000
21111012107,255000
21111012301,115000
21111011518,165000
21111011111,165000
21111011508,135000
21111012002,75000
21111010702,225000
21111012409,125000
21111010402,195000
21111004900,225000
21111010307,105000
21111010902,125000
21111007800,255000
21111011905,85000
21111011709,255000
21111011505,245000
21111012302,105000
21111011106,145000
21111004500,165000
21111012002,215000
21111012003,45000
21111010315,265000
21111010901,95000
21111012502,45000
21111011905,25000
21111010800,245000
21111011102,65000
21111011102,165000
21111008400,275000
21111011601,365000
21111006800,285000
21111007100,155000
21111010307,395000
21111010307,195000
21111012702,135000
21111012302,235000
21111010104,155000
21111011004,135000
21111011004,215000
21111010901,135000
21111011709,435000
21111011102,285000
21111008400,245000
21111008200,275000
21111011517,295000
21111011513,265000
21111007400,155000
21111011711,225000
21111010102,395000
21111012106,135000
21111010902,195000
21111011519,225000
21111010307,385000
21111011708,295000
21111008700,205000
21111012105,145000
21111011517,125000
21111011906,165000
21111009106,155000
21111009600,345000
21111011708,295000
21111012503,85000
21111010102,345000
21111011601,315000
21111011708,195000
21111010402,405000
21111011709,215000
21111010314,325000
21111011004,315000
21111010307,295000
21111011003,75000
21111011506,35000
21111010001,255000
21111010307,315000
21111010706,285000
21111006400,135000
21111011405,145000
21111011905,105000
21111011601,265000
21111010008,305000
21111010307,355000
21111011603,155000
21111011301,135000
21111011113,225000
21111009300,165000
21111011518,355000
21111010312,255000
21111012203,225000
21111012003,155000
21111012411,185000
21111012302,195000
21111010319,55000
21111010702,135000
21111011517,125000
21111012503,45000
21111011706,35000
21111008400,185000
21111010007,225000
21111010314,335000
21111010706,155000
21111009900,165000
21111011102,275000
21111006600,255000
21111011508,205000
21111009300,155000
21111012410,195000
21111012406,145000
21111011711,295000
21111011711,285000
21111012411,65000
21111010007,225000
21111012302,195000
21111011604,365000
21111012407,95000
21111010403,215000
21111010701,305000
21111011515,135000
21111011106,125000
21111005900,185000
21111007400,195000
21111011601,235000
21111010316,325000
21111011907,115000
21111012408,175000
21111011601,305000
21111012003,465000
21111010315,375000
21111010402,235000
21111011520,265000
21111012702,225000
21111010311,155000
21111012702,195000
21111011114,215000
21111010405,355000
21111008700,465000
21111010102,95000
21111011519,295000
21111011709,35000
21111007400,305000
21111010320,225000
21111007400,225000
21111012406,185000
21111012406,5000
21111010307,305000
21111004100,145000
21111008500,295000
21111011004,205000
21111008400,185000
21111011708,345000
21111011519,315000
21111011200,45000
21111010006,215000
21111010402,405000
21111012001,205000
21111012301,105000
21111011106,75000
21111012410,125000
21111011102,345000
21111009600,365000
21111010402,355000
21111010314,385000
21111011003,235000
21111011301,135000
21111011519,125000
21111010706,225000
21111010402,195000
21111011709,285000
21111011907,135000
21111011707,165000
21111011515,105000
21111012411,95000
21111009400,25000
21111010104,185000
21111011518,235000
21111001200,165000
21111002700,55000
21111011405,105000
21111011200,15000
21111011112,215000
21111004900,115000
21111011601,275000
21111009900,105000
21111009700,215000
21111010001,135000
21111011509,25000
21111011513,195000
21111010316,245000
21111010007,155000
21111010901,85000
21111009800,285000
21111007800,65000
21111012202,25000
21111010307,295000
21111010311,275000
21111012003,235000
21111012411,205000
21111011709,285000
21111000800,45000
21111011905,95000
21111011708,215000
21111011709,245000
21111011508,225000
21111010402,405000
21111010902,95000
21111010403,55000
21111010320,225000
21111012204,265000
21111012406,155000
21111007100,175000
21111011506,185000
21111010307,255000
21111011508,135000
21111011708,335000
21111009300,125000
21111011707,85000
21111010402,155000
21111002700,185000
21111012408,105000
21111012603,105000
21111001400,165000
21111010102,245000
21111010307,195000
21111011509,205000
21111011711,195000
21111009106,95000
21111012202,95000
21111010311,215000
21111008500,135000
21111008500,135000
21111010500,95000
21111010313,385000
21111011520,225000
21111012204,195000
21111011601,315000
21111010402,415000
21111009800,205000
21111008100,165000
21111008800,305000
21111011520,285000
21111010318,265000
21111010007,225000
21111012003,225000
21111012105,155000
21111011508,225000
21111011603,295000
21111011519,205000
21111010307,355000
21111004100,95000
21111010702,105000
21111012703,165000
21111011112,215000
21111008700,155000
21111012203,225000
21111009900,255000
21111010402,115000
21111010005,155000
21111008300,115000
21111008300,55000
21111011516,45000
21111006800,145000
21111010402,55000
21111011604,205000
21111006800,25000
21111010311,175000
21111009900,105000
21111012204,85000
21111012204,85000
21111012202,25000
21111010402,115000
21111012104,95000
21111009700,185000
21111011709,285000
21111011520,265000
21111010307,305000
21111010006,235000
21111010103,145000
21111006600,115000
21111011112,185000
21111011002,205000
21111011113,115000
21111010319,125000
21111009103,375000
21111010902,155000
21111005300,1.85E+07
21111011506,3655000
21111011005,255000
21111010902,195000
21111010313,595000
21111004900,3805000
21111011517,125000
21111011102,255000
21111009700,145000
21111010313,475000
21111010313,1075000
21111012502,1275000
21111004600,185000
21111007900,245000
21111007602,95000
21111009900,175000
21111012203,175000
21111011110,165000
21111011604,365000
21111011712,255000
21111010405,215000
21111010403,215000
21111010701,305000
21111011003,75000
21111010318,205000
21111010001,205000
21111011706,215000
21111012411,205000
21111010313,295000
21111012203,225000
21111011102,15000
21111010311,65000
21111010311,95000
21111011707,175000
21111004100,45000
21111010307,335000
21111010103,175000
21111012003,245000
21111011709,305000
21111006900,215000
21111010406,215000
21111012107,125000
21111010800,55000
21111010405,125000
21111011709,215000
21111013100,325000
21111011709,175000
21111010311,75000
21111006500,135000
21111010001,195000
21111011516,285000
21111010006,235000
21111010800,145000
21111004500,105000
21111012203,155000
21111010312,335000
21111001400,95000
21111010500,375000
21111010311,215000
21111008400,95000
21111011711,245000
21111011509,135000
21111010706,305000
21111011003,155000
21111002700,145000
21111011603,285000
21111010307,205000
21111007800,205000
21111011708,175000
21111011604,295000
21111011710,105000
21111010319,165000
21111008700,445000
21111010313,255000
21111010701,245000
21111004400,135000
21111010102,345000
21111007501,395000
21111010701,165000
21111004301,55000
21111010702,15000
21111011102,135000
21111009000,125000
21111011711,195000
21111011520,345000
21111012301,155000
21111010706,295000
21111009600,215000
21111010705,115000
21111010102,325000
21111011706,235000
21111011114,275000
21111010405,285000
21111009900,245000
21111006600,145000
21111011111,205000
21111011515,235000
21111012105,265000
21111011518,45000
21111004100,145000
21111010307,205000
21111011514,145000
21111009106,105000
21111010312,55000
21111010314,115000
21111004100,45000
21111012407,35000
21111010313,265000
21111011114,175000
21111010315,265000
21111012503,85000
21111010006,175000
21111012202,65000
21111003800,55000
21111006500,275000
21111006900,115000
21111007400,265000
21111010102,105000
21111012701,95000
21111012302,215000
21111011601,275000
21111011603,185000
21111010403,105000
21111010307,395000
21111012204,245000
21111005100,225000
21111012202,105000
21111011708,245000
21111006900,205000
21111011114,255000
21111011708,225000
21111011102,185000
21111011102,235000
21111011707,215000
21111007501,195000
21111010406,245000
21111009600,305000
21111010402,135000
21111006400,195000
21111011708,235000
21111010307,335000
21111000400,125000
21111011002,275000
21111012503,185000
21111010902,135000
21111007501,355000
21111006500,275000
21111010307,265000
21111003600,65000
21111007800,215000
21111011519,335000
21111011111,125000
21111009600,175000
21111006600,75000
21111011603,155000
21111012409,255000
21111011519,165000
21111011102,25000
21111011518,395000
21111011113,45000
21111010403,325000
21111010312,75000
21111010312,55000
21111011708,15000
21111007000,195000
21111010307,165000
21111011111,255000
21111010006,225000
21111011713,305000
21111012502,225000
21111006500,35000
21111006500,5000
21111011515,225000
21111011405,145000
21111011601,305000
21111012703,225000
21111007700,75000
21111010307,155000
21111010313,145000
21111012203,175000
21111012502,135000
21111011109,95000
21111011509,185000
21111011509,205000
21111011112,125000
21111011004,175000
21111011520,205000
21111012105,215000
21111010405,65000
21111010007,275000
21111010601,175000
21111012408,155000
21111012601,275000
21111012302,95000
21111011519,315000
21111011708,235000
21111007800,285000
21111012202,5000
21111011707,65000
21111010312,15000
21111011004,215000
21111010312,15000
21111006800,195000
21111011513,245000
21111011711,245000
21111006400,305000
21111011711,15000
21111011708,295000
21111009800,395000
21111009800,425000
21111012408,165000
21111006400,125000
21111010307,405000
21111010315,345000
21111010318,325000
21111000300,65000
21111001000,65000
21111011514,175000
21111011905,5000
21111011905,195000
21111001400,285000
21111011707,175000
21111011302,85000
21111010315,155000
21111012001,175000
21111007100,195000
21111009105,155000
21111009400,265000
21111011711,295000
21111011110,235000
21111011102,315000
21111011111,245000
21111010705,285000
21111011517,225000
21111012204,155000
21111012105,265000
21111011709,105000
21111011110,185000
21111002300,145000
21111010008,235000
21111010313,165000
21111008900,175000
21111011506,275000
21111009400,175000
21111010309,265000
21111011713,145000
21111011601,165000
21111011601,245000
21111011603,335000
21111011709,135000
21111011111,225000
21111007800,205000
21111011003,115000
21111011506,145000
21111011601,195000
21111010314,355000
21111011707,155000
21111008900,55000
21111009900,175000
21111010902,155000
21111009700,265000
21111010315,155000
21111011708,205000
21111012407,125000
21111010102,185000
21111009900,275000
21111010403,25000
21111010312,35000
21111011102,55000
21111010402,265000
21111010500,285000
21111010705,145000
21111011403,85000
21111006600,155000
21111010403,55000
21111011505,95000
21111012604,55000
21111011518,55000
21111006300,315000
21111006600,125000
21111009600,315000
21111010500,205000
21111010307,255000
21111012604,155000
21111011109,225000
21111010307,345000
21111011603,195000
21111010004,105000
21111011708,195000
21111009700,145000
21111011113,125000
21111012407,125000
21111011601,275000
21111011603,185000
21111010102,185000
21111006600,145000
21111008700,135000
21111010314,375000
21111010319,45000
21111007100,185000
21111010001,115000
21111011109,245000
21111010800,245000
21111011708,205000
21111007100,105000
21111010307,105000
21111010309,305000
21111011604,55000
21111011515,125000
21111011102,55000
21111011711,225000
21111010006,155000
21111011517,225000
21111011509,485000
21111011505,25000
21111012410,145000
21111010318,245000
21111012411,175000
21111010314,325000
21111012407,155000
21111011004,215000
21111011004,215000
21111007000,115000
21111006400,285000
21111010901,155000
21111010005,145000
21111011513,215000
21111012406,155000
21111011907,175000
21111010402,185000
21111010001,245000
21111011112,125000
21111011707,145000
21111010307,95000
21111006300,165000
21111001400,25000
21111010307,155000
21111011517,305000
21111010701,205000
21111009400,185000
21111010307,365000
21111010319,165000
21111010307,245000
21111013100,275000
21111010402,165000
21111010705,215000
21111011515,135000
21111008700,545000
21111012203,225000
21111011517,275000
21111010317,215000
21111011110,115000
21111010313,385000
21111006400,195000
21111011102,135000
21111010001,385000
21111010001,385000
21111011709,265000
21111011102,135000
21111010307,265000
21111011603,335000
21111012106,285000
21111011509,175000
21111010307,375000
21111010317,315000
21111011518,245000
21111012503,115000
21111011707,25000
21111011114,215000
21111010311,165000
21111010307,365000
21111011709,215000
21111011709,295000
21111012503,275000
21111010314,365000
21111012003,205000
21111012204,75000
21111011519,145000
21111012103,155000
21111010701,535000
21111011114,285000
21111010001,255000
21111012409,165000
21111011508,75000
21111005000,135000
21111009800,115000
21111009800,205000
21111011603,505000
21111010102,285000
21111011514,315000
21111007501,365000
21111011505,235000
21111011505,255000
21111010001,285000
21111011111,195000
21111011709,305000
21111010317,245000
21111007900,225000
21111011109,245000
21111003600,65000
21111010311,265000
21111009800,255000
21111010314,385000
21111010005,215000
21111011709,345000
21111010007,405000
21111008300,85000
21111012301,65000
21111012407,195000
21111010901,235000
21111010402,225000
21111011112,205000
21111010307,475000
21111009600,175000
21111009600,175000
21111011506,145000
21111010102,225000
21111010311,225000
21111010307,225000
21111011404,25000
21111012106,55000
21111009400,55000
21111010705,155000
21111010005,65000
21111011712,35000
21111011506,65000
21111012501,15000
21111011603,45000
21111007501,25000
21111010006,145000
21111011601,215000
21111011508,205000
21111010004,175000
21111009300,245000
21111012203,285000
21111007502,385000
21111007502,385000
21111010004,205000
21111009300,95000
21111011708,295000
21111010901,245000
21111010901,195000
21111009400,265000
21111010500,185000
21111006300,295000
21111010403,365000
21111010006,255000
21111004100,155000
21111010315,405000
21111011707,275000
21111011601,235000
21111006400,385000
21111009106,175000
21111006800,135000
21111011601,85000
21111010800,165000
21111010705,245000
21111011505,205000
21111007800,225000
21111011111,245000
21111011709,155000
21111011603,285000
21111011003,135000
21111006800,235000
21111011519,165000
21111011519,165000
21111006400,115000
21111010316,405000
21111011102,175000
21111011517,225000
21111011506,205000
21111009600,205000
21111004400,255000
21111011505,375000
21111010500,135000
21111011603,245000
21111011508,215000
21111008400,135000
21111011707,275000
21111010316,355000
21111010315,485000
21111011708,305000
21111010800,285000
21111007501,175000
21111012105,115000
21111007501,305000
21111007501,305000
21111010314,305000
21111011506,115000
21111006800,185000
21111010902,155000
21111012105,235000
21111006600,55000
21111009600,225000
21111010316,175000
21111010702,105000
21111011603,105000
21111011518,265000
21111011713,335000
21111011110,95000
21111011711,35000
21111011708,35000
21111011508,5000
21111011517,275000
21111011114,95000
21111010500,175000
21111011110,245000
21111010309,335000
21111011601,335000
21111012502,165000
21111011711,105000
21111008800,225000
21111010316,145000
21111011708,265000
21111005200,395000
21111010314,285000
21111011603,255000
21111010902,175000
21111010104,125000
21111010705,245000
21111010317,165000
21111011517,5000
21111012107,235000
21111010316,355000
21111005100,345000
21111008400,135000
21111011517,245000
21111009700,165000
21111008900,225000
21111005100,485000
21111009600,125000
21111011708,265000
21111011302,35000
21111006400,145000
21111012203,205000
21111011517,185000
21111012703,105000
21111012302,365000
21111012301,145000
21111012703,135000
21111010307,235000
21111010311,215000
21111011106,245000
21111013100,155000
21111011603,335000
21111010307,265000
21111012703,125000
21111011106,275000
21111011506,155000
21111011505,145000
21111011604,545000
21111011708,95000
21111008300,195000
21111010319,235000
21111004900,345000
21111010008,185000
21111011506,45000
21111011706,335000
21111008900,55000
21111011905,235000
21111010307,385000
21111010314,465000
21111010601,265000
21111012702,255000
21111010406,145000
21111005900,175000
21111013100,255000
21111007800,75000
21111010701,265000
21111005900,305000
21111006900,95000
21111009106,335000
21111012105,215000
21111012502,235000
21111011708,225000
21111011709,245000
21111011713,325000
21111010307,305000
21111006300,255000
21111010307,445000
21111011800,75000
21111011506,195000
21111011601,545000
21111009300,235000
21111011709,275000
21111010402,165000
21111007602,295000
21111011906,205000
21111011514,125000
21111011519,265000
21111011515,175000
21111010319,195000
21111011102,205000
21111007700,205000
21111012802,125000
21111011601,215000
21111010313,145000
21111011711,295000
21111010901,155000
21111009400,265000
21111010313,205000
21111010701,275000
21111011004,155000
21111010705,205000
21111010309,375000
21111007000,75000
21111006600,195000
21111011708,225000
21111010311,205000
21111010311,205000
21111008800,235000
21111010318,235000
21111011707,165000
21111012406,145000
21111011405,85000
21111010316,355000
21111011508,215000
21111013100,275000
21111010318,235000
21111007602,85000
21111010008,275000
21111012104,95000
21111012204,315000
21111009900,65000
21111010103,125000
21111011601,215000
21111011519,175000
21111011711,75000
21111010318,95000
21111010008,185000
21111010307,225000
21111010005,115000
21111011505,325000
21111011114,105000
21111011707,235000
21111011601,225000
21111010901,235000
21111011711,195000
21111005100,365000
21111011601,475000
21111010314,185000
21111011519,295000
21111011002,65000
21111007900,275000
21111011114,145000
21111010307,275000
21111010406,275000
21111009300,265000
21111011508,175000
21111006200,265000
21111010901,155000
21111010902,195000
21111008500,205000
21111010312,135000
21111010307,145000
21111011709,245000
21111011109,235000
21111010307,325000
21111011517,155000
21111010005,135000
21111011601,355000
21111010403,235000
21111011601,335000
21111011603,305000
21111012406,135000
21111011109,225000
21111012104,255000
21111011517,95000
21111011114,155000
21111011709,145000
21111011302,95000
21111012203,165000
21111011713,105000
21111011708,175000
21111010601,325000
21111011904,125000
21111012408,145000
21111010402,55000
21111007602,45000
21111011907,115000
21111012501,125000
21111009300,195000
21111008800,1275000
21111011517,245000
21111007602,65000
21111011114,145000
21111009300,25000
21111012202,95000
21111012203,25000
21111007501,355000
21111010005,15000
21111011109,145000
21111013100,285000
21111010705,245000
21111013100,235000
21111010311,175000
21111006300,255000
21111010008,185000
21111011505,245000
21111011708,225000
21111007800,295000
21111011601,355000
21111010702,215000
21111010318,265000
21111010103,315000
21111010318,265000
21111011505,195000
21111010320,215000
21111010313,455000
21111004600,125000
21111010314,425000
21111006900,205000
21111005900,135000
21111010307,395000
21111011709,295000
21111010307,395000
21111011707,175000
21111009000,125000
21111010008,145000
21111010309,265000
21111011709,215000
21111011603,505000
21111011601,225000
21111006400,385000
21111010320,215000
21111009106,175000
21111012003,205000
21111007800,215000
21111006800,135000
21111010317,315000
21111011709,75000
21111010706,265000
21111010004,245000
21111007502,145000
21111011601,205000
21111011604,265000
21111010702,65000
21111007502,245000
21111012410,165000
21111012107,35000
21111012002,45000
21111010601,385000
21111010402,255000
21111011707,165000
21111010317,355000
21111007602,105000
21111011508,105000
21111010318,25000
21111008400,55000
21111008200,265000
21111011709,305000
21111010901,245000
21111011711,325000
21111012203,405000
21111007100,175000
21111011506,245000
21111004400,165000
21111012407,125000
21111010318,25000
21111010403,255000
21111010006,205000
21111010004,135000
21111010307,275000
21111010800,195000
21111011003,245000
21111010313,275000
21111011520,135000
21111010007,115000
21111011603,265000
21111012703,145000
21111012003,175000
21111011706,215000
21111010702,145000
21111010311,155000
21111009900,305000
21111011513,135000
21111012703,185000
21111012603,95000
21111010004,235000
21111006900,215000
21111011712,165000
21111010702,85000
21111010312,125000
21111011601,255000
21111010307,265000
21111012411,215000
21111010311,105000
21111011709,195000
21111011405,135000
21111010402,415000
21111009000,175000
21111000400,235000
21111010312,455000
21111010315,405000
21111009000,155000
21111007601,255000
21111010314,365000
21111007602,155000
21111011111,105000
21111012002,295000
21111010307,295000
21111010307,365000
21111011519,125000
21111010313,395000
21111010104,185000
21111007602,125000
21111007602,115000
21111010307,345000
21111010313,185000
21111010307,275000
21111011102,215000
21111009600,355000
21111011707,195000
21111006400,215000
21111012003,15000
21111012003,255000
21111008200,225000
21111010004,145000
21111010601,275000
21111010901,175000
21111010312,355000
21111010314,335000
21111010902,135000
21111011200,135000
21111011907,155000
21111011706,235000
21111012103,195000
21111010315,365000
21111010307,205000
21111011506,155000
21111010318,155000
21111010316,155000
21111010104,55000
21111011518,75000
21111010500,105000
21111011708,235000
21111010004,125000
21111010705,115000
21111011102,185000
21111011110,155000
21111010311,25000
21111009700,285000
21111008700,355000
21111004400,135000
21111012411,145000
21111010311,265000
21111011604,395000
21111011518,235000
21111010311,115000
21111011404,175000
21111007502,65000
21111010318,185000
21111011505,275000
21111009000,85000
21111004400,55000
21111006300,235000
21111013100,205000
21111006300,225000
21111011520,245000
21111010318,335000
21111010307,385000
21111012411,175000
21111007800,265000
21111008800,395000
21111010706,325000
21111011106,135000
21111004100,135000
21111010104,215000
21111010005,135000
21111011712,275000
21111010005,135000
21111011002,75000
21111011111,75000
21111012601,115000
21111008200,525000
21111003900,65000
21111009106,75000
21111010901,215000
21111004600,75000
21111011106,275000
21111011708,275000
21111012703,95000
21111011707,155000
21111007100,135000
21111010320,195000
21111001100,65000
21111001100,35000
21111011110,145000
21111008400,345000
21111009600,305000
21111010307,315000
21111012411,155000
21111011601,285000
21111011517,245000
21111011712,165000
21111012104,75000
21111011710,175000
21111011709,355000
21111011110,245000
21111012302,255000
21111011711,185000
21111010706,225000
21111007501,415000
21111011102,125000
21111008900,25000
21111011601,355000
21111011518,135000
21111011508,105000
21111011709,265000
21111011709,295000
21111010800,215000
21111010312,335000
21111011709,235000
21111011709,295000
21111004600,145000
21111011517,295000
21111011508,165000
21111010314,215000
21111010403,135000
21111010319,265000
21111010313,175000
21111010311,205000
21111011102,145000
21111011706,175000
21111011005,135000
21111011520,425000
21111007400,125000
21111010307,305000
21111012002,125000
21111011519,315000
21111011601,265000
21111010702,175000
21111011506,155000
21111010403,135000
21111006900,165000
21111010406,225000
21111011520,285000
21111011519,275000
21111005100,365000
21111010316,365000
21111009106,135000
21111010406,165000
21111011102,175000
21111010312,455000
21111010901,185000
21111010317,195000
21111010402,345000
21111010705,125000
21111011516,235000
21111006600,235000
21111008400,265000
21111011603,285000
21111009900,305000
21111010500,205000
21111011709,215000
21111011515,165000
21111007100,135000
21111005600,195000
21111011113,195000
21111010706,135000
21111011601,55000
21111011109,55000
21111008100,105000
21111008100,55000
21111010402,155000
21111009600,295000
21111010601,365000
21111011519,145000
21111011709,265000
21111011709,295000
21111011603,325000
21111012703,105000
21111011111,215000
21111010004,215000
21111011709,275000
21111012103,205000
21111010315,435000
21111011707,125000
21111012204,325000
21111004900,245000
21111011106,135000
21111010311,115000
21111011601,305000
21111011708,165000
21111006800,195000
21111008100,285000
21111009000,205000
21111010311,135000
21111010006,25000
21111007000,25000
21111000700,35000
21111012105,35000
21111010705,275000
21111012106,245000
21111011604,415000
21111008400,55000
21111013100,255000
21111011517,245000
21111009800,295000
21111010006,215000
21111007501,185000
21111008900,315000
21111010706,325000
21111010500,325000
21111011601,185000
21111002300,45000
21111011706,205000
21111010007,155000
21111010406,295000
21111011711,145000
21111010314,135000
21111003800,75000
21111010319,185000
21111007100,135000
21111009400,275000
21111012103,185000
21111011518,335000
21111012603,95000
21111011111,205000
21111012202,115000
21111007100,205000
21111011111,235000
21111011114,215000
21111007000,185000
21111010405,275000
21111011601,345000
21111006300,165000
21111011603,205000
21111012411,165000
21111011519,245000
21111011601,275000
21111009900,255000
21111011517,285000
21111009400,285000
21111011708,245000
21111011513,285000
21111011200,95000
21111011003,155000
21111010001,205000
21111012502,235000
21111011603,95000
21111011708,185000
21111010319,195000
21111011601,285000
21111005900,195000
21111010104,215000
21111010706,65000
21111010005,25000
21111012104,25000
21111011110,55000
21111011519,45000
21111010102,45000
21111011514,105000
21111011004,85000
21111011710,115000
21111010104,255000
21111011712,225000
21111011003,115000
21111012204,255000
21111008400,255000
21111007502,375000
21111011520,355000
21111010318,335000
21111011709,305000
21111012203,185000
21111012106,135000
21111001600,125000
21111009300,235000
21111010320,285000
21111007700,265000
21111010706,255000
21111012411,255000
21111011519,215000
21111010307,295000
21111010102,265000
21111010318,295000
21111010007,225000
21111003900,155000
21111011515,185000
21111011709,365000
21111008300,345000
21111010314,245000
21111003900,65000
21111010320,135000
21111000800,185000
21111007400,195000
21111012203,205000
21111010406,295000
21111005900,145000
21111008800,125000
21111008900,295000
21111010702,305000
21111008300,255000
21111011708,225000
21111010307,295000
21111003600,65000
21111012701,115000
21111011709,315000
21111011709,305000
21111012502,155000
21111010406,305000
21111011711,245000
21111011514,125000
21111009900,235000
21111010901,145000
21111011513,365000
21111011518,365000
21111010007,145000
21111012411,285000
21111013100,175000
21111010307,335000
21111012203,185000
21111012407,105000
21111009400,345000
21111010315,355000
21111010005,25000
21111011111,195000
21111007502,205000
21111010307,365000
21111010701,375000
21111011519,245000
21111010315,305000
21111011515,65000
21111011601,45000
21111008900,125000
21111007502,215000
21111010319,255000
21111011519,165000
21111011003,205000
21111011520,305000
21111007100,195000
21111012408,145000
21111007601,105000
21111007501,265000
21111010004,285000
21111008900,215000
21111012003,275000
21111011518,325000
21111011708,255000
21111006400,195000
21111010001,215000
21111010309,215000
21111010317,235000
21111010317,235000
21111011002,185000
21111011516,285000
21111010007,265000
21111012107,215000
21111010316,415000
21111010319,245000
21111010902,115000
21111011519,185000
21111010500,375000
21111010001,105000
21111011601,465000
21111011517,225000
21111007501,65000
21111012003,45000
21111010102,345000
21111008400,115000
21111010406,125000
21111008300,295000
21111011603,215000
21111003700,75000
21111012703,105000
21111006600,205000
21111011709,305000
21111011708,295000
21111011709,355000
21111003600,55000
21111010402,235000
21111012106,175000
21111012103,235000
21111012106,5000
21111011709,315000
21111010706,175000
21111007603,295000
21111010406,325000
21111007601,215000
21111010319,205000
21111008900,135000
21111006600,465000
21111011004,125000
21111012301,85000
21111010702,75000
21111012703,65000
21111012703,25000
21111007700,65000
21111007602,135000
21111003700,175000
21111011603,1.28E+07
21111006900,95000
21111011520,365000
21111006900,175000
21111012601,185000
21111009800,155000
21111011106,205000
21111004900,6185000
21111006600,95000
21111009300,185000
21111006600,95000
21111010406,205000
21111012203,115000
21111012502,95000
21111011200,215000
21111008300,2215000
21111007100,305000
21111012104,285000
21111006300,235000
21111012407,105000
21111011706,165000
21111012407,135000
21111008400,255000
21111010005,155000
21111010307,225000
21111011907,195000
21111010318,245000
21111011516,115000
21111004100,175000
21111004100,55000
21111011506,115000
21111001000,265000
21111010313,745000
21111008700,945000
21111010313,645000
21111010701,955000
21111010402,225000
21111011505,155000
21111006900,155000
21111011302,105000
21111011709,275000
21111011710,95000
21111010705,65000
21111010007,135000
21111010317,275000
21111011520,355000
21111010318,335000
21111010313,295000
21111010103,175000
21111012003,55000
21111010902,185000
21111012601,105000
21111000200,5000
21111005900,75000
21111011905,5000
21111000200,75000
21111001000,65000
21111004900,8555000
21111001500,225000
21111001100,125000
21111000700,45000
21111011508,5000
21111006200,75000
21111001000,5000
21111006500,75000
21111012107,95000
21111010702,5000
21111006300,175000
21111011404,5000
21111009106,85000
21111011712,5000
21111001700,75000
21111001000,25000
21111009700,145000
21111006500,165000
21111007800,125000
21111001600,125000
21111006500,55000
NA,205000
21111009600,45000
21111001500,25000
21111007100,175000
21111010314,235000
21111010405,95000
21111011707,235000
21111011709,355000
21111010601,85000
21111011509,115000
21111012002,65000
21111010500,85000
21111010005,85000
21111010008,105000
21111001600,125000
21111011516,225000
21111008800,125000
21111011102,195000
21111010402,115000
21111011111,245000
21111010307,195000
21111010902,155000
21111010307,155000
21111012410,95000
21111012410,85000
21111005900,75000
21111012604,145000
21111011113,315000
21111011111,225000
21111010007,145000
21111007400,195000
21111009300,235000
21111004100,135000
21111010001,215000
21111010318,295000
21111011516,145000
21111011709,375000
21111011517,55000
21111010307,55000
21111007602,25000
21111011709,215000
21111008400,115000
21111008400,55000
21111009700,205000
21111011508,175000
21111011708,265000
21111011712,115000
21111012411,285000
21111011712,115000
21111011302,95000
21111011302,105000
21111011711,235000
21111004600,125000
21111010402,265000
21111010405,85000
21111011508,175000
21111012604,125000
21111010311,165000
21111010402,15000
21111012003,175000
21111007900,325000
21111011112,215000
21111010406,225000
21111007400,65000
21111011508,165000
21111011112,275000
21111012703,215000
21111010706,235000
21111011709,235000
21111012411,115000
21111011709,315000
21111010314,245000
21111011102,105000
21111007000,205000
21111007900,165000
21111011708,75000
21111011517,395000
21111010102,245000
21111011513,175000
21111012302,165000
21111012001,155000
21111011517,255000
21111010402,295000
21111012703,155000
21111012103,205000
21111010406,295000
21111011111,255000
21111011604,225000
21111001200,45000
21111011111,235000
21111010702,265000
21111011114,255000
21111006400,195000
21111011520,325000
21111010315,335000
21111011516,175000
21111012103,35000
21111010318,215000
21111010307,335000
21111010316,325000
21111011518,285000
21111012406,145000
21111011603,175000
21111010102,45000
